2025-01-02 13:35:53,542 - INFO -  mispelled: ['éco'] in Sous-filières, matériaux et produits liés à l'éco-construction.
2025-01-02 13:35:58,030 - INFO -  mispelled: ['TRusted', 'DigitalWallonia4'] in L'objectif de TRAIL (TRusted AI Labs) est de mettre à disposition des acteurs du tissu socio-économique l’expertise et les outils développés dans le domaine de l’intelligence artificielle par les 5 universités francophones et 4 centres de recherche agréés actifs en IA. TRAIL s'inscrit directement le programme DigitalWallonia4.ai pour l'intelligence artificielle en Wallonie.
2025-01-02 13:35:58,065 - INFO -  mispelled: ['Walchain', 'Wallonia', 'WalChain'] in Acteurs membres du réseau WalChain. Walchain fait la promotion de la Blockchain "Made In Wallonia", comme outil novateur pour la construction d'écosystèmes collaboratifs, transparents et comme une opportunité de contribuer au redéploiement économique durable en Wallonie.
2025-01-02 13:35:58,073 - INFO -  mispelled: ['asbl', 'WalDigiFarm'] in Membres, formations et activités, publications métiers éditées par WalDigiFarm, asbl dont la mission est de favoriser et valoriser l'usage du numérique au sein du secteur agricole.
2025-01-02 13:35:58,081 - INFO -  mispelled: ['WALGA', 'Wallonia'] in Entreprises du secteur numérique membres du réseau WALGA.  Wallonia Game Association (WALGA) regroupe les studios de développement de jeux vidéo en Wallonie.
2025-01-02 13:35:58,097 - INFO -  mispelled: ['WallCode', 'Wallonia'] in Le projet #WallCode Digital Wallonia fédère les acteurs et les initiatives visant à développer les compétences numériques de la nouvelle génération de talents et des Wallons en général, particulièrement dans le domaine du coding et de la programmation informatique, de la logique algorithmique et de la robotique.
2025-01-02 13:35:58,223 - INFO -  mispelled: ['eco'] in Initiatives et acteurs actifs dans l'économie circulaire c'est-à-dire favorisant la conservation de la valeur des produits et matières le plus longtemps possible (ex: eco-conception) ; réduisant les déchets ; optimisant l'utilisation des ressources (eau, sol, biodiversité, etc.) ; recréant de la valeur avec les produits en fin de vie (valorisation, reconditionnement) ; etc.
2025-01-02 13:35:58,264 - INFO -  mispelled: ['HoReCa'] in Acteurs (entreprises, universités et acteurs publics) actifs dans le secteur de l'HoReCa. Ce secteur concerne les hôtels, restaurant, cafés (débits de boissons), restauration collective, ainsi que tous les établissements qui proposent des boissons, des repas ou des nuitées contre paiement.
2025-01-02 13:35:58,323 - INFO -  mispelled: ['Etat'] in Secteur des pouvoirs publics. Les pouvoirs publics (ou autorités publiques) sont les autorités qui déterminent et conduisent l'action politique, ou l'action de l'Etat : communes, provinces, gouvernements régionaux et fédéraux, communautés, administrations, etc.
2025-01-02 13:35:58,378 - INFO -  mispelled: ['DMO'] in Acteurs (entreprises, universités et acteurs publics) actifs dans le secteur du tourisme. Ce secteur concerne les musées, attractions, Destination Management Organisation (DMO: maisons du tourisme, fédérations provinciales de tourisme, syndicats d'initiative, offices du tourisme), etc.
2025-01-02 13:35:58,635 - INFO -  mispelled: ['miscanthus'] in Acteurs actifs dans la fabrication et la mise en oeuvre d'isolation en vrac à base de miscanthus. Activités liées à ce domaine.
2025-01-02 13:35:58,692 - INFO -  mispelled: ['Mdf'] in Acteurs actifs dans la fabrication et la mise en oeuvre de fibre de bois en vrac insufflée à base de panneaux Mdf comme isolant thermique. Activités liées à ce domaine.
2025-01-02 13:35:58,954 - INFO -  mispelled: ['Wallonia'] in Toute action / tout acteur s'intégrant dans la chaîne de valeur "Industrie alimentaire et systèmes alimentaires", priorité de Circular Wallonia, en termes de circularité (reconnue par la cellule de coordination de Circular Wallonia).
2025-01-02 13:35:58,960 - INFO -  mispelled: ['Wallonia'] in Toute action / tout acteur s'intégrant dans la chaîne de valeur "Construction et bâtiment", priorité de Circular Wallonia, en termes de circularité (reconnue par la cellule de coordination de Circular Wallonia).
2025-01-02 13:35:58,960 - INFO -  mispelled: ['Wallonia'] in Toute action / tout acteur s'intégrant dans la chaîne de valeur "Eau", priorité de Circular Wallonia, en termes de circularité (reconnue par la cellule de coordination de Circular Wallonia).
2025-01-02 13:35:58,984 - INFO -  mispelled: ['biobasée', 'Economie', 'Wallonia'] in Toute action / tout acteur s'intégrant dans la chaîne de valeur "Economie biobasée", priorité de Circular Wallonia, en termes de circularité (reconnue par la cellule de coordination de Circular Wallonia).
2025-01-02 13:35:59,000 - INFO -  mispelled: ['Wallonia'] in Toute action / tout acteur s'intégrant dans la chaîne de valeur "Métallurgie", priorité de Circular Wallonia, en termes de circularité (reconnue par la cellule de coordination de Circular Wallonia).
2025-01-02 13:35:59,010 - INFO -  mispelled: ['Wallonia'] in Toute action / tout acteur s'intégrant dans la chaîne de valeur "Matières plastiques", priorité de Circular Wallonia, en termes de circularité (reconnue par la cellule de coordination de Circular Wallonia).
2025-01-02 13:35:59,016 - INFO -  mispelled: ['Wallonia'] in Toute action / tout acteur s'intégrant dans la chaîne de valeur "Textiles", priorité de Circular Wallonia, en termes de circularité (reconnue par la cellule de coordination de Circular Wallonia).
2025-01-02 13:35:59,092 - INFO -  mispelled: ['remanufacturing'] in Mise en oeuvre d'un ensemble de pratiques et de processus destinés à gérer les retours des produits des points de vente jusqu'au fabricant pour en effectuer la réparation, le remanufacturing ou le recyclage.
2025-01-02 13:35:59,224 - INFO -  mispelled: ['riothermie'] in Valorisation des matières et de l'énergie à partir de l'eau ou des boues de traitement (exemples : récupération en vue d'une revalorisation de l'azote, des métaux, des polymères, … ; riothermie, hydroélectricité, conversion des boues en combustible, …).
2025-01-02 13:35:59,264 - INFO -  mispelled: ['othermiques', '́', 'ge'] in Activités liées aux technologies géothermiques, permettent de ramener la chaleur du sous-sol en surface.
2025-01-02 13:35:59,296 - INFO -  mispelled: ['̈', 'CPV', 'photovoltai', '̀'] in Acteurs actifs dans la filière éolien. Cette filière regroupe diverses sous-filières : photovoltaïque silicium (monocristallin et polycristallin), photovoltaïque à couche mince,  photovoltaïque organique (OPV), et le photovoltaïque à concentration (CPV).
2025-01-02 13:35:59,296 - INFO -  mispelled: ['̀'] in Activités liées à l'utilisation de pompes à chaleur, qu'elles soient aérothermiques, hydrothermiques ou géothermiques.
2025-01-02 13:35:59,323 - INFO -  mispelled: ['smartgrids'] in Acteurs actifs dans la filière smart grids. Les smartgrids peuvent être définis comme des réseaux électriques capables d'intégrer efficacement les comportements et actions de tous les utilisateurs qui y sont raccordés (producteurs, consommateurs, et utilisateurs à la fois producteurs et consommateurs) afin de constituer un système rentable et durable, présentant des pertes faibles et un niveau élevé de qualité et de sécurité d'approvisionnement.
2025-01-02 13:35:59,347 - INFO -  mispelled: ['hythane'] in Hydrogène liquide, hydrogène gazeux, méthane ou hythane.
2025-01-02 13:35:59,360 - INFO -  mispelled: ['̈', 'photovoltai', '̀'] in Activités liées au photovoltaïque à concentration.
2025-01-02 13:35:59,368 - INFO -  mispelled: ['̈', 'photovoltai', '̀'] in Activités liées au photovoltaïque à couche mince.
2025-01-02 13:35:59,376 - INFO -  mispelled: ['̈', 'photovoltai'] in Activités liées au photovoltaïque organique.
2025-01-02 13:35:59,376 - INFO -  mispelled: ['̈', 'photovoltai'] in Activités liées au photovoltaïque silicium.
2025-01-02 13:35:59,425 - INFO -  mispelled: ['CPE', 'Equipement'] in Activités liées à l'infrastructure de communication : LAN (Local Area Network), WAN (Wide Area Network), FAN/AMI (Field Area Network/Advanced Metering Infrastructure), CPE (Costumer Premise Equipement), HAN (Home Area Network).
2025-01-02 13:35:59,452 - INFO -  mispelled: ['HVDC', 'nerge', '́', 'Superconducteurs'] in Activités liées à l'infrastructure énergétique : Superconducteurs, FACTS (Flexible AC Transmissions Systems), HVDC (High Voltage Direct Current).
2025-01-02 13:35:59,511 - INFO -  mispelled: ['contro', 'WAMS', 'MDMS', '-,', 'WAAPCA', 'WASA', 'tection', 'syste', '́', '̀', '̂'] in Activités liées aux systèmes de contrôle et de détection : SCADA (Supervisory Control And Data Acquisition-, WASA/WAMS/WAAPCA (Wide-Area Situational Awareness / Wide Area Measurement System / Wide-area adaptive protection, control and automation), MDMS (Meter Data Management System).
2025-01-02 13:35:59,548 - INFO -  mispelled: ['CEMS', 'WMS', 'DMS'] in Activités liées aux systèmes de pilotage : EMS (Energy Management System), GIS (Geographic Information System), DMS (Distribution Management System), OMS (Outage Management System), WMS (Workload Management System), DA (Distribution Automation), CEMS  (Consumer Energy Management Systems), CIS (Customer Information System).
2025-01-02 13:35:59,563 - INFO -  mispelled: ['interme', 'synthe', 'hydroge', 'diaire', '́', '̀', 'lectricite'] in Activités liées au stockage chimique, ayant recours à des combustibles de synthèse (hydrogène et dérivés), d'utilité pour la production d’électricité (power to power, par l’intermédiaire d’une pile à combustible) ou de gaz (power to gas).
2025-01-02 13:35:59,580 - INFO -  mispelled: ['nergie', 'versible', 'lectrochimique', '́', 'lectrique', 'lectrolyte'] in Activités liées aux batteries à circulation, qui convertissent l’énergie électrique en énergie chimique au moyen d’une réaction électrochimique réversible entre deux solutions d’électrolyte liquide.
2025-01-02 13:35:59,596 - INFO -  mispelled: ['lectrodes', 'lectrochimiques', 'duction', '́', '̀', 'lectrolyte'] in Activités liées aux batteries conventionnelles, ou accumulateurs électrochimiques, qui sont constituées de deux électrodes entre lesquelles se trouve un électrolyte et où des réactions d’oxydation et de réduction interviennent.
2025-01-02 13:35:59,612 - INFO -  mispelled: ['nergie', 'interme', 'versible', 'diaire', '́', 'lectrique'] in Activités liées aux super condensateurs, qui peuvent stocker de l’énergie par l’intermédiaire d’un champ électrique entre deux plaques conductrices ; ou aux supraconducteurs dont le principe repose sur une bobine supraconductrice chargée par un convertisseur AC/DC réversible qui produit un champ magnétique dans lequel l’énergie est stockée.
2025-01-02 13:35:59,612 - INFO -  mispelled: ['Energie'] in Activités liées au stockage mécanique ; qu'il s'agisse de stockage par air comprimé, par Station de Transfert d’Energie par Pompage (stockage hydraulique gravitaire), ou par volant d'inertie.
2025-01-02 13:35:59,627 - INFO -  mispelled: ['́'] in Activités liées au stockage embarqué (voitures, transports publics, téléphones, ordinateurs).
2025-01-02 13:35:59,627 - INFO -  mispelled: ['Activiés'] in Activiés liées au stockage industriel.
2025-01-02 13:35:59,647 - INFO -  mispelled: ['́'] in Activités liées au stockage stationnaire, qu’il soit connecté au réseau (à des fins curatives ou palliatives), ou non connecté au réseau.
2025-01-02 13:35:59,674 - INFO -  mispelled: ['CCI'] in Membres du réseau wallon des Chambres de commerce et d'industrie (CCI Wallonie). Une chambre de commerce et d'industrie dispense des services aux entreprises et assure le portage des projets de ses membres.
2025-01-02 13:35:59,751 - INFO -  mispelled: ['aujourd', 'hui', 'FEDER', 'asbl', 'CEEI', 'Wallonia'] in Constitués à partir d'organismes pertinents au plan local (universités, CEEI, intercommunales, asbl privées, etc.), les Hubs créatifs se positionnent comme des moteurs de transformation de l'économie traditionnelle vers l'économie créative. Lancés lors de la phase pilote "Creative Hubs" sous Creative Wallonia en 2014, les Hubs créatifs se développent aujourd'hui principalement dans le cadre de via la  programmation FEDER 2014-2020 (Aide à la mise en place de Hubs créatifs dans les villes universitaires et les villes de plus de 50.000 habitants). Des équipes, mais aussi des infrastructures et des équipements se mettent progressivement en place.
2025-01-02 13:35:59,751 - INFO -  mispelled: ['coworking'] in Organismes d'accompagnement (coworking, formation, coaching, etc.) pour les startups lors de leur phase de conception (incubation) ou de croissance (accélération).
2025-01-02 13:35:59,812 - INFO -  mispelled: ['Economie'] in Regroupement d'entreprises et d'acteurs de la recherche (centres de recherche et départements universitaires) autour d'un domaine économique porteur. Les Pôles de compétitivité wallons ont été créés en 2006 dans le cadre du Plan Marshall à l'initiative du Ministre de l'Economie. Les 6 Pôles rassemblent grandes entreprises, PME, universités, hautes écoles et centres de recherche pour mettre en œuvre des projets industriels (recherches appliquées collaboratives, investissement, formation) visant à soutenir et à créer de l'activité et de l'emploi dans des domaines neufs. Ils ont aussi comme objectif de donner une visibilité internationale plus forte à l'industrie wallonne.
2025-01-02 13:35:59,848 - INFO -  mispelled: ['OISP', 'CISP', 'professionel'] in Centre d'insertion socio-professionel. Les Centres d’insertion socioprofessionnelle (CISP) assurent la formation de stagiaires éloignés de l’emploi. Ils remplacent les Organismes d’insertion socioprofessionnelle (OISP) et les Entreprises de Formation par le Travail (EFT).
2025-01-02 13:35:59,856 - INFO -  mispelled: ['EPN'] in l'Espace Public Numérique (EPN) est un espace public de proximité mettant à disposition de tous un accès aux technologies numériques.
2025-01-02 13:35:59,898 - INFO -  mispelled: ['Wal', 'CRA'] in Centres de recherche agréés par la Wallonie. Les CRA sont membre du réseau Wal-tech et proposent des services scientifiques et technologiques.
2025-01-02 13:35:59,929 - INFO -  mispelled: ['Asbl'] in Entreprise privée exerçant une activité sans en retirer un avantage financier (Asbl, association de fait, regroupement d'acteurs, etc.). S'il y a des bénéfices, ils sont reversés à l'entreprise pour la développer.
2025-01-02 13:35:59,961 - INFO -  mispelled: ['Etat'] in Ville ou commune. Située à un niveau inférieur à celui de l’Etat fédéral, des Communautés et des Régions, la commune est, géographiquement parlant, le niveau de pouvoir le plus proche du citoyen.
2025-01-02 13:35:59,982 - INFO -  mispelled: ['SPW'] in Administrations faisant partie du SPW (Service Public de Wallonie).
2025-01-02 13:35:59,998 - INFO -  mispelled: ['UAP'] in Unité d'administration publique (UAP) dépendant de la Wallonie.
2025-01-02 13:36:00,167 - INFO -  mispelled: ['coworking'] in Initiatives et acteurs impliqués dans le développement de solutions de partage de biens et services (sharing economy) : coworking, covoiturage, crowdfunding, etc.
2025-01-02 13:36:00,168 - INFO -  mispelled: ['TICE'] in Initiatives et acteurs impliqués dans la transformation numérique des processus d'apprentissage, dans le cadre de la formation professionnelle (e-learning) et de l'enseignement (TICE).
2025-01-02 13:36:00,184 - INFO -  mispelled: ['éco', 'greenIT', 'lowTech'] in Initiatives et acteurs impliqués dans le développement de solutions numériques au service de la transition écologique : gestion et utilisation durable et intelligente des déchets, des ressources, de l’eau, de l'air, etc.; amélioration de l'impact du numérique (greenIT); économie circulaire; éco-conception; mobilité durable; ville durable et intelligente; lowTech, etc. au niveau du territoire, des entreprises, des usages citoyens, des écoles et du secteur du numérique lui-même.
2025-01-02 13:36:00,314 - INFO -  mispelled: ['Lifi'] in Initiatives et acteurs impliqués dans le développement de solutions liés à la gestion intelligente de l'éclairage : Lifi, éclairage à la demande, etc.
2025-01-02 13:36:00,357 - INFO -  mispelled: ['SportTech'] in Initiatives et acteurs impliqués dans le secteur de la SportTech. La SportTech est la mise à disposition des technologies au service du sport. Souvent portés par des startups, les projets ont pour objectifs de concevoir des équipements novateurs spécifiquement destinés aux amateurs et aux professionnels de toutes les disciplines sportives.
2025-01-02 13:36:00,518 - INFO -  mispelled: ['HoReCa'] in Acteurs (entreprises, universités et acteurs publics) d'un secteur (numérique, industrie, communication, etc.) s'adressant particulièrement au secteur de l'HoReCa. Ce secteur concerne les hôtels, restaurant, cafés (débits de boissons), restauration collective, ainsi que tous les établissements qui proposent des boissons, des repas ou des nuitées contre paiement.
2025-01-02 13:36:00,607 - INFO -  mispelled: ['DMO'] in Acteurs (entreprises, universités et acteurs publics) d'un secteur (numérique, industrie, communication, etc.) s'adressant particulièrement au secteur du tourisme : musées, attractions, Destination Management Organisation (DMO: maisons du tourisme, fédérations provinciales de tourisme, syndicats d'initiative, offices du tourisme), etc.
2025-01-02 13:36:00,630 - INFO -  mispelled: ['EPC'] in Activités, métiers et expertises liés à l'installation de produits et d'équipements ou à la réalisation de travaux de construction sur des projets d'infrastructure (EPC : Engineering, Procurement and Construction).
2025-01-02 13:36:00,735 - INFO -  mispelled: ['RGPD'] in Certifications, autorisation de mise sur le marché étranger, autorisation à l'importation, droits de douane, brevets, marques, noms de domaines, contrat de distribution, contrat d'agent, assurances, RGPD, etc. Ces organismes wallons vous orientent dans toutes vos démarches juridiques et réglementaires.
2025-01-02 13:36:00,814 - INFO -  mispelled: ['Innoviris', 'VLAIO', 'SPW'] in Programme fédéral qui encourage l'élaboration de projets conjoints de R&D entre les PME belges de régions différentes. Il consiste en un appel à projets conjoint de la part du SPW recherche, de Innoviris et du VLAIO pour des projets de R&D inter-régionaux émanant des PME. Les institutions de financement organisent une concertation centrale sur les projets à financer, mais gardent une évaluation et un financement décentralisés.
2025-01-02 13:36:00,844 - INFO -  mispelled: ['REsearch', 'BElgium', 'WAllonia'] in BElgium WAllonia REsearch Fellowships. Programme offrant la possibilité à des chercheurs, séjournant à l’étranger, d'effectuer un séjour (24-36 mois) en Belgique (Wallonie ou Bruxelles) et de profiter de l'expertise d'une Haute École en collaboration avec une PME. Le projet de recherche, toutes thématiques confondues, doit démontrer un aspect innovant et/ou permettre le transfert de technologie. Il doit être soumis conjointement par le chercheur, un promoteur Haute École et un promoteur Entreprise.
2025-01-02 13:36:00,849 - INFO -  mispelled: ['CHIST'] in CHIST-ERA est un programme pour la recherche européenne coordonnée sur les technologies de l'information et de la communication futures et émergentes.
2025-01-02 13:36:00,927 - INFO -  mispelled: ['DEveloppement', 'FEDER'] in Fonds Européen de DEveloppement Régional. Le FEDER vise à renforcer la cohésion économique et sociale au sein de l'Union européenne en corrigeant les déséquilibres régionaux. Il finance des aides directes aux investissements réalisés dans les entreprises (en particulier les PME) afin de créer des emplois durables; des infrastructures liées notamment à la recherche et l'innovation, aux télécommunications, à l'environnement, à l'énergie et au transport; des instruments financiers (fonds de capital-risque, fonds de développement local, etc.) afin de soutenir le développement régional et local et favoriser la coopération entre les villes et les régions; des mesures d'assistance technique.
2025-01-02 13:36:00,974 - INFO -  mispelled: ['FNRS'] in Le Fonds de la Recherche Scientifique - FNRS a pour mission de développer la recherche scientifique fondamentale dans le cadre d’initiatives présentées par les chercheurs. Il favorise la production et le développement des connaissances en soutenant, d’une part, les chercheurs à titre individuel et en finançant, d’autre part, des programmes de recherche poursuivis au sein des laboratoires et services situés principalement dans les universités de la Fédération Wallonie-Bruxelles.
2025-01-02 13:36:00,990 - INFO -  mispelled: ['FTJ'] in Actions soutenues par le Fonds pour une transition juste (FTJ). Le FTJ est un instrument financier qui relève de la politique de cohésion européenne et vise à soutenir les régions touchées par de graves difficultés socio-économiques résultant de la transition vers la neutralité climatique.
2025-01-02 13:36:01,022 - INFO -  mispelled: ['FRHE'] in Au travers de l’action FRHE, la Fédération Wallonie-Bruxelles (FW-B) finance la recherche en Hautes Écoles. Dotée de deux millions d’euros (indexés annuellement), cette action annuelle est ouverte à toutes les disciplines qui y sont enseignées. Le FRHE vise à attirer de nouveaux talents vers la recherche et à promouvoir l’émergence ou le développement de thématiques de recherche dans les Hautes Écoles de la FW-B.
2025-01-02 13:36:01,039 - INFO -  mispelled: ['+)', 'FSE', '+'] in Le Fonds social européen+ (FSE+) est le principal instrument de l’Union européenne (UE) pour investir dans le capital humain. Doté d’un budget de près de 99,3 milliards d’euros pour la période 2021-2027, le FSE+ continuera d’apporter une contribution importante aux politiques de l’UE en matière sociale, d’emploi, d’éducation et de compétences et aux réformes structurelles dans ces domaines.
2025-01-02 13:36:01,044 - INFO -  mispelled: ['supercalcul'] in L’entreprise commune européenne pour le calcul à haute performance est une initiative conjointe de l’UE, de pays européens et de partenaires privés visant à développer un écosystème de supercalcul de classe mondiale en Europe.
2025-01-02 13:36:01,096 - INFO -  mispelled: ['aujourd', 'SME', 'hui'] in Programme fédéral visant à renforcer la position concurrentielle des PME qui recherchent un accès plus aisé aux facilités offertes par la recherche, en établissant une coopération fructueuse avec les centres de recherche et de technologie, au niveau international. En retour, ces centres auront l'opportunité de bénéficier de l'expertise commerciale de ces PME. IRA-SME (aujourd'hui Key Digital Technologies Joint Undertaking) est une action ERA-NET.
2025-01-02 13:36:01,141 - INFO -  mispelled: ['RFCS'] in Le Fonds de recherche européen pour le charbon et l'acier (Research Fund for Coal and Steel - RFCS) soutient des projets de recherche et d'innovation dans les domaines du charbon et de l'acier. Les projets financés par RFCS couvrent les procédés de production d'acier, l'optimisation de l'utilisation et de la conservation des ressources, l'économies d'énergie et l'amélioration de l'efficacité industrielle, la santé et la sécurité au travail, la protection environnementale, les technologies soutenant les régions charbonnières en transition et la réduction des émissions de la production d'acier.
2025-01-02 13:36:01,173 - INFO -  mispelled: ['MANUNET'] in Smart Networks and Services (ancien MANUNET), avec l'appui de la Commission européenne, est un programme ERA-NET permettant de promouvoir et financer des projets de recherche et de développement transnationaux dans le domaine de la manufacture, au moyen d'appels à projets annuels. Il rassemble les organismes régionaux et nationaux qui utilisent leurs propres programmes de financement pour financer des projets de recherche et développement dans l'industrie manufacturière effectués par des entreprises (des PME, de préférence), des centres de recherche et des universités.
2025-01-02 13:36:01,204 - INFO -  mispelled: ['agro'] in Programme régional dont l'objectif est de développer un mécanisme d'amplification de certains financements obtenus par les universités.  Les projets doivent s'inscrire dans les domaines de la chimie et des matériaux, de la santé, de la mécanique et de l'ingénierie et des technologies de l'information et de la communication, ou encore dans les domaines couverts par les six pôles de compétitivité (l'aérospatial, l'agro-industrie, les sciences du vivant, le génie mécanique, la logistique et la chimie verte) ou les axes transversaux du Plan Marshall 4.0 (relatifs au numérique, à l'économie circulaire et à la créativité).
2025-01-02 13:36:01,220 - INFO -  mispelled: ['PRW'] in Actions soutenues par le Plan de Relance de la Wallonie (PRW). Doté d'un budget de plus de 7 milliards €, le Plan de Relance de la Wallonie comporte plus de 300 mesures qui doivent permettre à la Région de répondre aux enjeux sociaux, économiques et environnementaux actuels ainsi qu'aux impacts des différentes crises.
2025-01-02 13:36:01,258 - INFO -  mispelled: ['CRA', 'Win4Collective'] in L'appel Win4Collective a pour objectif de renforcer l'expertise et le savoir-faire des Centres de recherche agréés (CRA) dans des domaines clés pour l'avenir de la Wallonie. Cette mesure est le volet régional de la recherche collective.
2025-01-02 13:36:01,273 - INFO -  mispelled: ['Win4Company'] in La mesure Win4Company vise à aider une entreprise à financer un projet de recherche industrielle ou de développement expérimental.  Ce projet vise soit une acquisition de nouvelle(s) connaissance(s) en termes de progrès scientifique et technique, soit l'utilisation de connaissances pour le développement d'un produit, d'un procédé ou d'un service.  Le projet de recherche déposé peut également permettre un renforcement du potentiel scientifique et technologique de la société.
2025-01-02 13:36:01,284 - INFO -  mispelled: ['siède', 'Win4Doc'] in Cette mesure vise à soutenir tout projet de recherche industrielle mené dans le but de réaliser une thèse de doctorat au sein d'une entreprise qui possède un siège d'exploitation en Wallonie. La thèse de doctorat sera réalisée au sein d'une unité de recherche universitaire. La réalisation d'une thèse de doctorat en collaboration avec une autre unité de recherche universitaire (thèse en cotutelle) ou avec un centre de recherche agréé est envisageable. Win4Doc permet à une entreprise (quelle que soit sa forme et sa taille pourvu qu'elle possède un siède social en Wallonie) d'engager un chercheur pour mener une recherche doctorale en collaboration avec une unité de recherche universitaire.
2025-01-02 13:36:01,309 - INFO -  mispelled: ['RIS3', 'Win4Excellence'] in Win4Excellence est, comme son nom l'indique, un programme d'excellence à destination des universités, en collaboration avec les centres de recherche agréés, qui vise à financer des recherches ambitieuses et fortement positionnées en amont, dans des thématiques porteuses pour la Région wallonne, par exemple dans les Domaines d'Innovation Stratégiques de la RIS3, ou dans les domaines spécifiquement mis en avant dans la Déclaration de politique régionale, comme le spatial ou la cybersécurité.
2025-01-02 13:36:01,309 - INFO -  mispelled: ['Win4Spin'] in Win4Spin-Off entend soutenir la création d'entreprises spin-off et la formation à l'esprit d'entreprise des chercheurs via le développement et la validation de produits, procédés ou services nouveaux destinés à être valorisés industriellement à court terme.
2025-01-02 13:36:01,340 - INFO -  mispelled: ['Elève'] in Elève du 1er degré secondaire visé par visé par une action, un service, un produit.
2025-01-02 13:36:01,351 - INFO -  mispelled: ['2ème', 'Elève'] in Elève du 2ème degré secondaire visé par une action, un service, un produit.
2025-01-02 13:36:01,356 - INFO -  mispelled: ['3ème', 'Elève'] in Elève du 3ème degré secondaire visé par une action, un service, un produit.
2025-01-02 13:36:01,356 - INFO -  mispelled: ['Elève'] in Elève du primaire visé par une action, un service, un produit.
2025-01-02 13:36:01,356 - INFO -  mispelled: ['Elève'] in Elève du primaire ou du secondaire visé par une action, un service, un produit.
2025-01-02 13:36:01,378 - INFO -  mispelled: ['Etudiant'] in Etudiant de l'enseignement supérieur visé par une action, un service, un produit.
2025-01-02 13:36:01,477 - INFO -  mispelled: ['ebooks'] in Vente et services en ligne liés au matériel high-tech, informatique et électroménager : smartphones, montres connectées, caméras, scanners, ordinateurs, imprimantes, ebooks, etc.
2025-01-02 13:36:01,477 - INFO -  mispelled: ['vacatures'] in Services en ligne liés à la gestion de carrière et le recrutement : intérim, vacatures, etc.
2025-01-02 13:36:01,525 - INFO -  mispelled: ['carsharing'] in Vente et services en ligne liés à la multiplication de contacts ou à la collaboration dans un domaine précis : sites de rencontres, carsharing, plateformes collaboratives, etc.
2025-01-02 13:36:01,533 - INFO -  mispelled: ['Initatives'] in Initatives d'évaluation et de certification des compétences.
2025-01-02 13:36:01,551 - INFO -  mispelled: ['ICT'] in Formation aux technologies de l'information et de la communication (TIC / ICT) : informatique et services numériques, technologies numériques de pointe, audiovisuel, multimédias, Internet, télécommunications, bureautique, etc.
2025-01-02 13:36:01,566 - INFO -  mispelled: ['TICE'] in Initiatives de formation et d'accompagnement TICE (technologies de l'information et de la communication pour l'éducation).
2025-01-02 13:36:01,605 - INFO -  mispelled: ['HPC'] in Services liés aux calculs de haute performance (HPC - High-Performance Computing). Les superordinateurs ou supercalculateurs sont conçus pour atteindre les plus hautes performances possibles dans le traitement d'informations et d'algorithmes en parallèle, en particulier en ce qui concerne la vitesse de calcul. Ces calculs sont utilisés dans des domaines tels que l'étude du climat, les simulations (scientifiques, financières, etc.), la modélisation, etc.
2025-01-02 13:36:01,629 - INFO -  mispelled: ['bluetooth'] in Développement, production et déploiement de produits et services liés aux objets physiques connectés à Internet (capteurs, senseurs, domotique, quantified self, wearables, etc.), notamment grâce à l'utilisation de QR code, RFID, Laser, bluetooth, etc.
2025-01-02 13:36:02,057 - INFO -  mispelled: ['XR', 'aR', 'AR'] in Développement, production et déploiement de produits et services liés à la Réalité Augmentée (AR), à la Réalité Virtuelle (VR), à la Réalité assistée (aR), à la réalité mixte (MR) et à la réalité étendue (XR) :  technologies immersives et interactives, motion capture, informations texte intégrées, altération de la réalité, images et vidéos 3D, etc.
2025-01-02 13:36:02,137 - INFO -  mispelled: ['PaaS', 'IaaS', 'SaaS'] in Développement, production et distribution de produits et services liés à l'utilisation de serveurs informatiques distants (cloud computing) ou de systèmes d'exploitation et d'applications sur des serveurs virtuels (virtualisation) : SaaS (Software as a Service), PaaS (Platform as a Service), IaaS (Infrastructure as a Service), etc.
2025-01-02 13:36:02,162 - INFO -  mispelled: ['VoiP'] in Développement, production et distribution de produits et services liés à l'intégration des outils de communication : téléphonie VoiP, messageries, etc.
2025-01-02 13:36:02,168 - INFO -  mispelled: ['VDSL', 'VoiP'] in Développement, production et distribution de produits et services liés aux télécommunications : réseaux, Internet, Intranet, Extranet, fibres optiques, ADSL, VDSL, téléphonie VoiP, etc.
2025-01-02 13:36:02,194 - INFO -  mispelled: ['SEM', 'sms'] in Conseils et services de marketing menés sur les canaux numériques : content marketing, SEO, SEM, SEA, réseaux sociaux, permission marketing (e-mailing, sms, etc.), marketing viral, etc.
2025-01-02 13:36:02,262 - INFO -  mispelled: ['TICE'] in Développement, production et distribution de produits et services numériques pour l'éducation (TICE, e-learning, etc.).
2025-01-02 13:36:02,271 - INFO -  mispelled: ['ITIL'] in Services liés à la standardisation et à la certification de la maîtrise de processus IT et techniques : certification ITIL, normes ISO, contrôle qualité en continu de la production, etc.
2025-01-02 13:36:02,306 - INFO -  mispelled: ['TALN'] in Développement, production et déploiement de produits et services liés au traitement automatique du langage naturel (TALN). Domaine impliquant la linguistique, l'informatique et l'intelligence artificielle, visant à créer des outils de traitement de la langue naturelle à destination d'applications.
